year,F1,F3,M4
,label F1,label F3,label M4
1987,51,131,5
1988,49,119,2
1989,35,129,1
1990,57,125,4
1991,40,126,3
1992,41,129,2
1993,43,134,4
1994,40,121,1
1995,31,134,2
1996,49,133,2
1997,53,137,1
1998,56,131,2
1999,61,133,3
2000,65,128,1
2001,45,125,3
2002,44,118,2
2003,58,129,1
2004,46,120,1
2005,66,136,2
2006,57,117,1
2007,44,129,2
2008,54,125,2
2009,53,133,2
2010,55,127,2
2011,53,123,2
2012,55,124,1
2013,57,115,2
2014,25,120,1
2015,38,115,1
2016,49,120,2
2016
2017,53,115,2
2018,35,129,2
2019,42,116,3
2020,44,123,6
2021,65,129,4
2022,36,118,3
2023,70,133,2
2024,42,127,1
2025,37,126,2
2026,43,118,2
2027,26,122,3
2028,42,120,2
2029,36,120,3
2030,43,119,0
2031,53,125,3
2032,50,119,3
2033,38,132,5
2034,41,115,2
2035,26,133,1
2036,57,116,2
2037,45,128,4
2038,31,109,3
2039,35,123,3
2040,46,121,3
2041,38,128,3
2042,66,135,4
2043,52,120,2
2044,27,122,2
2045,46,116,2
2046,59,124,2
