year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,687,635,-139,-312,114,10.9,4010,49,19.1,57
1988,675,664,-184,-387,132,11.1,4077,51,18.7,57
1989,698,608,-106,-213,61,10.3,3817,26,15.8,54
1990,594,638,-239,-346,80,10.4,3842,33,17.4,71
1991,617,726,-377,-359,-28,11.1,4064,58,19.5,49
1992,636,581,-132,-270,81,10.0,3689,18,16.9,54
1993,558,777,-510,-496,-46,10.6,3890,47,18.7,70
1994,574,724,-421,-358,-51,11.1,4092,40,18.8,50
1995,742,632,-81,-233,13,10.7,3921,27,16.6,51
1996,684,732,-333,-341,21,10.4,3863,45,18.5,77
1997,725,687,-222,-262,-13,10.0,3709,33,17.2,63
1998,725,580,-55,-203,118,9.8,3667,27,15.8,69
1999,540,746,-506,-530,-3,10.0,3722,31,16.5,70
2000,680,694,-276,-326,12,10.3,3860,28,16.4,77
2001,698,627,-127,-272,64,11.3,4158,40,17.4,40
2002,618,657,-249,-409,57,11.1,4098,50,18.1,44
2003,713,610,-87,-174,47,10.1,3785,39,17.8,79
2004,694,658,-180,-312,37,11.6,4263,51,19.3,45
2005,667,625,-151,-271,46,10.5,3865,42,17.7,62
2006,686,649,-157,-290,80,10.8,4006,36,17.4,58
2007,572,649,-288,-348,37,11.5,4203,53,18.5,45
2008,646,568,-106,-218,116,10.4,3819,36,17.7,46
2009,786,581,24,-100,50,10.2,3761,35,16.7,53
2010,630,584,-162,-219,37,10.2,3791,26,17.1,66
2011,874,629,22,-124,48,11.6,4267,59,20.5,56
2012,765,645,-70,-246,89,10.7,3941,43,17.8,65
2013,774,639,-77,-256,47,10.8,4007,46,18.6,65
2014,700,641,-139,-313,119,11.3,4171,51,18.3,49
2015,719,638,-128,-282,104,11.6,4267,40,16.9,39
2016,630,606,-187,-265,-6,10.9,4029,42,17.4,46
2016
2017,604,684,-303,-345,8,12.3,4551,80,20.1,48
2018,669,645,-175,-364,163,11.8,4315,61,20.0,37
2019,684,647,-162,-266,41,11.9,4370,62,19.8,29
2020,505,710,-397,-522,41,12.7,4658,94,20.6,26
2021,481,740,-519,-512,-21,10.8,3985,50,18.5,65
2022,552,666,-343,-381,-5,12.8,4675,82,20.0,40
2023,716,761,-367,-419,69,11.4,4211,57,19.6,70
2024,737,733,-283,-317,57,12.1,4432,62,19.9,31
2025,556,605,-259,-301,48,11.7,4307,44,18.7,30
2026,716,795,-379,-531,111,12.3,4507,65,20.0,31
2027,599,754,-448,-482,25,12.4,4545,57,18.3,27
2028,677,671,-205,-288,96,12.0,4415,79,19.5,45
2029,705,789,-419,-364,2,12.0,4382,70,19.1,36
2030,456,763,-602,-574,-15,12.2,4459,61,19.5,35
2031,566,668,-301,-384,52,12.6,4603,76,20.5,42
2032,527,665,-351,-404,32,11.9,4409,64,19.3,43
2033,627,681,-256,-406,93,11.7,4278,73,19.2,50
2034,673,678,-212,-381,69,12.1,4409,58,19.2,25
2035,591,659,-259,-446,87,11.4,4166,61,19.4,48
2036,592,683,-313,-451,115,11.8,4361,62,17.9,64
2037,659,641,-188,-401,137,11.6,4276,59,18.9,52
2038,547,680,-375,-377,7,13.1,4775,80,19.8,30
2039,607,663,-268,-404,102,12.5,4563,69,20.4,35
2040,692,664,-187,-320,88,11.7,4317,67,19.0,39
2041,501,669,-372,-413,22,12.4,4551,68,19.7,45
2042,602,671,-276,-427,140,11.5,4240,71,20.1,60
2043,566,663,-309,-391,35,11.9,4346,65,19.5,36
2044,696,683,-198,-342,58,12.9,4746,81,20.8,23
2045,750,652,-107,-247,112,12.3,4509,64,19.2,27
2046,591,634,-240,-339,33,11.2,4120,56,19.6,66

min,400,500,,,,8,3000,,14
max,900,1000,,,,14,5000,,22
steps,11,11,,,,7,11,,5
decimal
