year,annual-average-temperature
1987,10.9
1988,12.2
1989,12.7
1990,12.5
1991,11.4
1992,11.7
1993,11.5
1994,12.3
1995,11.9
1996,10.5
1997,11.9
1998,11.5
1999,12.2
2000,12.4
2001,11.7
2002,12.4
2003,12.6
2004,11.5
2005,11.7
2006,12.4
2007,12.1
2008,11.6
2009,12.0
2010,10.8
2011,12.8
2012,11.6
2013,11.1
2014,12.5
2015,12.2
2016,11.6

min,8
max,14
steps,7
decimal
