year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,30,-45,-88,159
1988,138,2,-132,93
1989,-16,-135,-190,22
1990,-22,-135,-246,136
1991,-18,-160,-191,88
1992,14,-153,-200,141
1993,-12,-106,-180,88
1994,91,-85,-151,79
1995,135,-90,-179,69
1996,16,-213,-211,169
1997,14,-141,-167,100
1998,-29,-104,-218,123
1999,32,-118,-149,114
2000,44,-124,-21,145
2001,90,-55,-23,83
2002,32,-181,-148,148
2003,1,-167,-308,67
2004,62,-128,-158,33
2005,5,-143,-103,6
2006,62,-167,-128,77
2007,44,-207,-73,42
2008,78,-57,-165,37
2009,3,-115,-191,62
2010,22,-157,-107,138
2011,-7,-237,-132,101
2012,-15,-42,-217,135
2013,75,31,-214,203
2014,28,-161,-43,86
2015,24,-210,-163,58
2016,127,97,-224,35
