year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.7,14.4,21.4,9.4
1988,6.8,15.5,20.1,8.9
1989,7.0,15.2,21.3,8.9
1990,7.9,15.4,21.5,8.6
1991,6.2,14.2,22.3,7.5
1992,6.3,15.7,21.1,9.7
1993,6.3,15.9,19.7,8.1
1994,7.5,14.9,21.6,10.1
1995,6.4,15.0,20.5,9.6
1996,6.0,15.4,18.7,8.7
1997,7.2,15.6,20.9,9.6
1998,6.7,15.3,20.7,7.5
1999,6.3,15.8,21.6,8.3
2000,6.9,16.3,20.6,9.6
2001,7.8,15.7,20.3,8.6
2002,7.5,15.9,19.7,10.2
2003,5.9,18.0,22.7,9.0
2004,6.7,16.4,21.8,10.1
2005,5.9,17.1,21.7,8.9
2006,5.7,17.2,22.7,11.3
2007,8.5,17.9,20.7,9.6
2008,7.4,15.7,19.4,8.3
2009,6.7,17.6,22.8,10.1
2010,5.3,16.2,21.9,8.6
2011,7.5,18.3,21.7,11.3
2012,7.6,16.7,22.3,10.2
2013,5.6,15.0,22.1,10.3
2014,8.4,17.6,20.6,11.7
2015,7.6,18.1,22.5,11.4
2016,7.8,16.2,22.7,10.1
