year,annual-precipitations
1987,964
1988,1112
1989,512
1990,741
1991,690
1992,1079
1993,1250
1994,975
1995,798
1996,1105
1997,723
1998,840
1999,940
2000,951
2001,792
2002,1239
2003,809
2004,928
2005,642
2006,936
2007,531
2008,1401
2009,821
2010,1167
2011,748
2012,773
2013,1110
2014,1599
2015,791
2016,1050
