year,annual-frozen-days
1987,46
1988,26
1989,45
1990,34
1991,42
1992,35
1993,35
1994,18
1995,33
1996,30
1997,32
1998,47
1999,43
2000,21
2001,28
2002,17
2003,42
2004,13
2005,59
2006,47
2007,27
2008,26
2009,34
2010,59
2011,31
2012,31
2013,43
2014,14
2015,20
2016,24
