year,annual-estival-days
1987,83
1988,62
1989,95
1990,85
1991,94
1992,70
1993,68
1994,87
1995,80
1996,58
1997,92
1998,80
1999,91
2000,88
2001,80
2002,69
2003,111
2004,100
2005,96
2006,107
2007,100
2008,59
2009,113
2010,97
2011,125
2012,98
2013,97
2014,93
2015,108
2016,96

min,0
max,135
steps,10
decimal
