year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,12,0,-6,7,8,-300,45,22,64
1988,16,1,-77,7,0,-366,50,6,119
1989,26,2,-78,8,13,-390,46,15,89
1990,10,0,10,5,5,-240,50,14,137
1991,36,2,-117,6,13,-431,41,22,23
1992,23,1,113,5,8,-147,40,44,119
1993,19,0,64,6,8,-221,60,11,31
1994,23,0,-107,5,3,-386,48,20,62
1995,36,2,-11,6,5,-185,45,15,239
1996,15,0,-116,8,3,-428,48,17,88
1997,28,0,-178,8,4,-464,41,15,113
1998,29,2,-106,10,5,-337,39,29,140
1999,17,1,-105,7,0,-356,52,22,84
2000,19,1,-72,7,5,-393,63,14,142
2001,20,3,-32,9,5,-284,56,13,98
2002,25,1,-130,8,0,-392,51,13,80
2003,19,0,-36,6,11,-220,61,9,176
2004,26,0,-134,6,5,-425,51,24,74
2005,26,0,-73,7,2,-356,48,22,61
2006,29,0,-45,8,12,-370,50,23,89
2007,24,0,-117,8,19,-427,48,25,66
2008,21,0,-99,6,6,-301,60,16,261
2009,17,0,-18,7,7,-343,53,26,28
2010,26,4,26,5,12,-246,51,26,89
2011,17,5,-114,6,9,-338,52,14,206
2012,18,0,-148,8,4,-417,43,20,91
2013,24,4,-88,9,7,-375,49,21,91
2014,18,4,-70,7,5,-319,61,11,83
2015,18,1,-126,7,6,-384,63,18,94
2016,21,3,-130,6,10,-411,48,26,57
2016
2017,64,0,-286,9,16,-543,22,14,150
2018,46,0,-241,9,23,-562,27,14,100
2019,36,1,-112,11,11,-398,34,20,94
2020,49,0,-198,9,4,-449,37,15,56
2021,36,0,-252,7,8,-451,37,4,210
2022,35,0,-102,10,2,-379,37,15,95
2023,54,0,-307,9,22,-528,33,9,216
2024,37,1,-120,10,11,-424,47,19,156
2025,40,0,-221,9,13,-521,39,17,192
2026,28,0,-109,8,9,-450,34,16,120
2027,30,0,-195,10,1,-498,31,15,165
2028,30,1,-112,8,12,-393,50,5,225
2029,37,0,-172,9,5,-421,37,21,190
2030,42,0,-224,10,18,-429,35,18,267
2031,35,4,-243,11,17,-568,36,8,80
2032,46,0,-176,8,9,-445,33,13,144
2033,34,1,-133,9,7,-427,47,13,58
2034,34,1,-151,5,20,-455,46,24,95
2035,40,0,-172,8,12,-439,24,3,143
2036,32,0,-183,9,10,-469,39,12,128
2037,34,3,-191,9,26,-515,39,12,16
2038,44,0,-190,8,15,-478,31,4,44
2039,45,0,-213,8,15,-487,45,20,42
2040,40,1,-151,9,21,-458,41,20,119
2041,30,1,-223,11,4,-532,41,8,59
2042,35,0,-50,7,11,-317,35,12,158
2043,33,8,-179,7,24,-516,43,9,137
2044,42,1,-179,8,24,-465,33,18,106
2045,40,1,-149,9,6,-372,36,26,142
2046,24,0,-114,7,12,-387,50,9,92
