year,annual-average-temperature
1987,12.3
1988,12.8
1989,13.1
1990,13.4
1991,12.6
1992,13.2
1993,12.6
1994,13.6
1995,12.9
1996,12.2
1997,13.4
1998,12.6
1999,13.1
2000,13.4
2001,13.2
2002,13.3
2003,14.0
2004,13.7
2005,13.4
2006,14.3
2007,14.2
2008,12.7
2009,14.3
2010,13.1
2011,14.7
2012,14.2
2013,13.3
2014,14.6
2015,15.0
2016,14.2
