year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,723,742,-282,-335,72,11.6,4257,53,19.6,64
1988,829,783,-226,-415,134,12.5,4570,56,19.4,26
1989,651,802,-402,-486,45,11.8,4354,64,19.9,49
1990,851,763,-158,-251,95,11.8,4326,54,20.2,56
1991,535,890,-663,-552,-80,12.1,4427,78,20.5,59
1992,1082,785,32,-133,40,11.9,4397,70,20.3,63
1993,786,764,-292,-305,72,11.4,4169,59,19.9,46
1994,619,843,-550,-517,1,11.9,4378,63,19.7,43
1995,831,730,-164,-146,-12,11.8,4345,68,18.7,60
1996,700,808,-405,-487,71,11.9,4329,58,19.2,37
1997,731,859,-442,-531,52,12.5,4587,75,20.0,37
1998,600,759,-417,-367,-16,11.4,4242,57,19.1,74
1999,740,812,-380,-478,90,11.7,4273,66,19.8,61
2000,735,804,-379,-417,78,12.0,4426,65,19.6,47
2001,842,739,-157,-311,60,11.7,4293,48,18.7,34
2002,639,779,-393,-516,54,11.3,4185,68,19.7,61
2003,842,716,-124,-259,79,11.2,4105,53,19.2,43
2004,756,780,-283,-409,85,11.5,4250,61,18.8,50
2005,786,779,-241,-474,164,12.2,4482,71,19.6,35
2006,717,789,-340,-400,135,12.6,4613,74,20.6,38
2007,592,814,-484,-533,32,12.2,4467,73,20.6,43
2008,837,735,-166,-216,59,11.7,4306,53,19.4,58
2009,599,772,-416,-496,134,11.6,4266,63,20.5,63
2010,923,776,-104,-327,89,11.5,4254,80,20.9,67
2011,759,766,-270,-336,86,11.5,4219,58,19.1,55
2012,691,765,-326,-531,119,11.9,4379,60,19.1,50
2013,839,768,-191,-368,95,11.7,4267,63,19.3,50
2014,542,735,-456,-465,61,11.7,4305,58,19.5,45
2015,520,760,-500,-486,51,11.2,4130,56,19.2,59
2016,731,761,-284,-460,79,11.9,4343,69,20.3,65
2016
2017,680,860,-429,-610,95,13.6,4981,119,21.1,24
2018,775,848,-328,-567,231,13.4,4889,96,21.5,36
2019,782,806,-271,-513,142,12.6,4618,86,21.0,48
2020,669,783,-377,-565,127,12.9,4721,89,19.0,31
2021,766,892,-465,-516,29,13.7,4999,86,20.7,19
2022,685,767,-352,-444,53,12.7,4634,82,19.7,29
2023,724,886,-480,-631,135,13.6,4967,102,21.8,28
2024,679,851,-473,-434,41,12.3,4499,88,20.2,45
2025,773,785,-251,-463,204,12.4,4540,77,20.4,52
2026,871,883,-323,-472,187,13.1,4805,90,21.7,36
2027,740,852,-410,-426,-32,12.8,4667,71,19.4,33
2028,1055,790,-5,-243,168,13.6,4975,98,22.2,23
2029,762,827,-386,-472,147,12.3,4506,81,20.2,48
2030,929,930,-308,-425,125,12.9,4698,104,21.7,47
2031,555,822,-516,-670,120,12.8,4693,92,22.1,48
2032,762,811,-301,-439,139,12.7,4644,84,20.0,32
2033,719,796,-339,-546,201,12.6,4589,94,20.7,44
2034,724,817,-360,-487,158,12.3,4504,88,21.4,52
2035,673,845,-434,-460,30,13.5,4958,101,22.0,38
2036,730,796,-323,-435,56,12.5,4599,81,20.6,42
2037,508,833,-578,-682,136,12.4,4554,91,22.3,43
2038,666,828,-436,-583,111,13.6,4965,85,20.4,27
2039,729,819,-361,-563,146,12.7,4660,88,20.7,46
2040,626,836,-480,-497,9,12.8,4717,98,22.1,56
2041,763,784,-276,-578,152,12.5,4565,74,20.2,34
2042,944,810,-110,-380,253,12.8,4681,89,20.7,31
2043,824,841,-287,-515,173,13.2,4814,106,23.1,35
2044,1026,867,-90,-568,296,13.3,4889,110,22.9,40
2045,640,793,-414,-430,-29,12.4,4532,72,20.0,52
2046,830,764,-213,-435,215,12.6,4599,77,20.9,42

min,450,500,,,,10,3500,40,18
max,1200,1000,,,,16,5500,130,24
steps,11,11,,,,7,11,10,7
decimal



