year,annual-hydric-deficit
1987,-41
1988,122
1989,-725
1990,-359
1991,-384
1992,54
1993,201
1994,-109
1995,-316
1996,43
1997,-377
1998,-268
1999,-129
2000,-135
2001,-317
2002,176
2003,-411
2004,-171
2005,-497
2006,-172
2007,-595
2008,383
2009,-384
2010,86
2011,-364
2012,-361
2013,68
2014,577
2015,-358
2016,18
