year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1814,11,-335,1
1988,1821,11,-415,0
1989,1920,11,-486,0
1990,1895,13,-251,0
1991,2060,11,-552,0
1992,2000,13,-133,0
1993,1641,12,-305,7
1994,1830,11,-517,0
1995,1833,10,-146,2
1996,1772,12,-487,1
1997,1981,13,-531,0
1998,1860,12,-367,2
1999,1788,13,-478,3
2000,1793,9,-417,1
2001,1703,10,-311,1
2002,1780,12,-516,5
2003,1603,9,-259,3
2004,1773,9,-409,0
2005,1903,10,-474,0
2006,1998,11,-400,0
2007,2042,11,-533,0
2008,1777,12,-216,0
2009,1897,13,-496,1
2010,1897,14,-327,2
2011,1746,9,-336,1
2012,1869,11,-531,1
2013,1808,11,-368,2
2014,1694,11,-465,5
2015,1710,8,-486,1
2016,1831,13,-460,7
2016
2017,2358,12,-610,1
2018,2321,13,-567,0
2019,2132,14,-513,0
2020,1930,10,-565,1
2021,2082,13,-516,0
2022,1984,12,-444,0
2023,2260,13,-631,0
2024,1910,10,-434,2
2025,2032,12,-463,0
2026,2193,14,-472,0
2027,1974,12,-426,0
2028,2060,14,-243,5
2029,2020,12,-472,0
2030,2239,14,-425,0
2031,2253,13,-670,0
2032,2066,11,-439,0
2033,1936,13,-546,6
2034,2064,12,-487,1
2035,2352,15,-460,0
2036,2007,12,-435,2
2037,2063,13,-682,15
2038,2140,12,-583,2
2039,2044,12,-563,1
2040,2171,14,-497,6
2041,1935,13,-578,0
2042,2146,12,-380,0
2043,2188,14,-515,6
2044,2373,14,-568,1
2045,2022,13,-430,0
2046,1959,13,-435,0

min,1200,7,,0
max,2700,17,,16
steps,11,11,,9
decimal



