year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1278,10,32,4
1988,1476,10,-105,1
1989,1411,11,-101,2
1990,1472,9,-112,0
1991,1303,10,-180,14
1992,1495,11,-145,0
1993,1513,9,-262,2
1994,1453,12,-275,2
1995,1273,7,95,1
1996,1419,11,-173,1
1997,1561,10,-113,0
1998,1158,8,134,11
1999,1263,7,-198,6
2000,1193,8,-81,3
2001,1365,11,45,3
2002,1395,8,-120,1
2003,1526,8,-147,3
2004,1402,8,-113,7
2005,1410,10,-49,0
2006,1207,10,155,4
2007,1181,10,124,0
2008,1203,10,-163,11
2009,1259,9,30,0
2010,1355,10,-57,8
2011,1399,11,114,4
2012,1414,9,-97,8
2013,1158,10,48,4
2014,1295,11,-123,12
2015,1430,8,-130,3
2016,1421,9,77,2
2016
2017,1658,13,-138,8
2018,1905,13,-318,0
2019,1392,9,-72,9
2020,1936,12,-220,6
2021,1646,10,-272,6
2022,1839,11,-224,6
2023,1995,14,-373,2
2024,1641,11,-291,6
2025,1689,11,-204,2
2026,1469,11,-293,14
2027,1583,11,-186,5
2028,1577,11,-186,2
2029,1580,11,-411,9
2030,1669,12,-366,2
2031,1675,11,-242,6
2032,1602,11,-259,9
2033,1494,12,-255,5
2034,1640,11,-213,0
2035,1523,10,-41,2
2036,1499,9,-140,0
2037,1509,10,-156,0
2038,1597,11,-211,0
2039,1440,12,-176,7
2040,1733,12,-160,0
2041,1821,10,-284,1
2042,1453,11,-231,12
2043,1623,10,-241,0
2044,1745,11,-69,0
2045,1701,12,-115,6
2046,1624,12,-111,0
