year,annual-frozen-days
1987,64
1988,52
1989,60
1990,52
1991,86
1992,63
1993,64
1994,29
1995,59
1996,77
1997,62
1998,87
1999,70
2000,50
2001,70
2002,37
2003,81
2004,70
2005,83
2006,75
2007,43
2008,56
2009,58
2010,74
2011,33
2012,53
2013,96
2014,44
2015,78
2016,72
