year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.2,12.4,18.6,6.7
1988,3.8,13.6,17.5,6.3
1989,4.7,13.1,18.1,6.3
1990,5.5,13.1,18.0,6.2
1991,2.8,11.1,18.9,4.8
1992,2.9,13.2,18.3,5.8
1993,3.1,14.3,17.0,5.2
1994,5.4,13.3,19.2,8.0
1995,4.2,12.9,17.9,6.8
1996,2.4,13.8,16.1,5.5
1997,4.4,13.3,18.2,6.5
1998,4.3,13.4,17.4,4.6
1999,3.3,13.5,18.6,5.3
2000,3.9,14.4,17.2,7.3
2001,4.8,13.1,17.1,6.1
2002,4.8,13.8,17.0,7.5
2003,3.1,15.7,20.1,5.4
2004,3.0,13.1,18.0,6.1
2005,2.2,14.1,18.0,5.7
2006,1.4,13.9,19.1,7.9
2007,5.6,15.5,16.5,5.2
2008,4.7,14.1,17.4,6.1
2009,2.4,15.4,19.2,7.1
2010,2.2,13.7,18.2,5.5
2011,4.5,16.0,18.4,7.9
2012,3.1,13.7,18.0,6.7
2013,1.5,11.7,17.7,7.1
2014,5.9,13.3,16.5,8.5
2015,3.4,13.5,18.2,8.1
2016,4.4,12.4,18.0,6.0
