year,annual-average-temperature
1987,9.8
1988,10.3
1989,10.6
1990,10.7
1991,9.5
1992,10.0
1993,9.9
1994,11.5
1995,10.5
1996,9.5
1997,10.7
1998,10.0
1999,10.2
2000,10.7
2001,10.3
2002,10.8
2003,11.1
2004,10.1
2005,10.1
2006,10.7
2007,10.7
2008,10.6
2009,11.1
2010,9.9
2011,11.7
2012,10.4
2013,9.5
2014,11.1
2015,10.9
2016,10.2

min,7
max,13
steps,7
decimal
