year,A1,A2,A3
,label A1,label A2,label A3
1987,6,3126,64
1988,8,2938,85
1989,9,3302,96
1990,16,2947,124
1991,9,3155,93
1992,11,2777,73
1993,22,3003,174
1994,4,2840,90
1995,4,3097,81
1996,16,3153,130
1997,9,2893,103
1998,12,3167,92
1999,9,3042,99
2000,9,3185,88
2001,17,2937,116
2002,22,2794,149
2003,12,2734,85
2004,29,2890,209
2005,17,3005,126
2006,6,3108,71
2007,6,3119,49
2008,8,2902,77
2009,22,3087,128
2010,11,3051,93
2011,13,3177,126
2012,13,3156,106
2013,12,2887,103
2014,11,3042,84
2015,19,2882,131
2016,8,3031,106
2016
2017,46,2447,264
2018,28,2485,215
2019,15,2500,125
2020,46,2638,324
2021,35,2644,261
2022,54,2489,343
2023,64,2505,412
2024,33,2641,280
2025,29,2652,193
2026,23,2830,185
2027,24,2567,203
2028,28,2414,207
2029,20,2950,190
2030,17,2698,165
2031,31,2788,164
2032,9,2918,137
2033,13,2461,131
2034,27,2870,203
2035,22,2752,156
2036,18,2563,141
2037,22,2693,152
2038,25,2584,171
2039,14,2474,140
2040,32,2513,207
2041,42,2689,308
2042,29,2870,187
2043,23,2580,177
2044,28,2546,224
2045,27,2873,207
2046,21,2644,164
