year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,10,2,-48,3,0,-30,65,31,303
1988,8,1,9,1,2,-86,63,29,171
1989,11,4,49,2,1,-77,60,46,145
1990,19,0,6,2,2,-136,49,39,211
1991,13,3,-69,3,1,-152,55,31,151
1992,6,2,10,3,2,-88,61,20,124
1993,16,0,-133,3,7,-281,56,36,189
1994,10,3,-130,3,0,-331,60,18,209
1995,7,3,106,2,0,77,69,37,189
1996,8,5,-42,3,3,-197,70,50,223
1997,13,1,-49,1,3,-168,45,43,218
1998,4,3,80,2,3,93,65,33,274
1999,8,4,-87,4,2,-227,65,27,212
2000,7,5,34,3,4,-79,66,24,163
2001,15,1,-9,4,3,-54,68,33,291
2002,8,4,-82,6,5,-209,60,28,288
2003,22,2,-23,4,2,-145,43,29,220
2004,16,0,-31,3,11,-76,63,23,209
2005,7,1,-44,1,1,-74,61,23,215
2006,9,0,19,4,0,-44,63,32,292
2007,1,0,-5,3,1,38,71,33,343
2008,7,4,-85,5,3,-201,68,42,188
2009,16,6,40,4,3,-42,71,30,168
2010,6,5,18,3,2,-45,69,31,174
2011,15,8,-7,1,1,42,68,31,250
2012,17,12,11,1,1,-74,49,37,181
2013,7,9,92,0,4,43,70,11,108
2014,12,6,15,2,0,-92,66,27,126
2015,11,2,-3,4,3,-137,55,19,166
2016,16,7,10,2,0,-14,63,38,286
2016
2017,20,2,-52,5,5,-255,59,10,238
2018,19,1,-108,4,4,-274,36,31,111
2019,10,5,-27,5,1,-62,59,13,193
2020,37,8,-57,4,12,-223,35,18,202
2021,31,1,-142,3,13,-237,55,10,212
2022,31,1,-25,5,10,-210,49,13,85
2023,24,1,-141,5,17,-362,54,10,176
2024,19,3,-62,1,14,-287,62,10,80
2025,21,0,-36,4,6,-184,39,25,127
2026,32,4,-114,4,4,-313,49,16,131
2027,15,2,-130,4,4,-256,60,27,219
2028,15,1,-103,4,7,-212,59,18,177
2029,32,14,-156,5,4,-378,46,22,78
2030,14,2,-85,4,8,-258,58,29,140
2031,16,3,-39,2,1,-140,45,19,125
2032,22,6,-68,6,0,-272,48,26,109
2033,14,1,-147,3,1,-312,54,15,177
2034,13,1,-100,7,6,-262,54,32,243
2035,22,10,-45,5,5,-193,49,23,206
2036,28,0,-45,3,4,-170,46,31,188
2037,16,2,-59,4,2,-210,43,30,172
2038,20,1,-97,1,1,-200,49,22,155
2039,14,0,-117,5,4,-229,47,18,192
2040,22,5,27,6,3,-139,54,7,155
2041,27,3,-96,1,18,-252,60,13,112
2042,27,8,-99,2,3,-218,53,11,134
2043,27,2,-141,5,5,-263,45,13,158
2044,22,2,18,2,8,-47,55,16,194
2045,34,7,-96,3,1,-233,37,21,224
2046,17,2,-58,3,1,-159,45,24,187
