year,annual-estival-days
1987,39
1988,25
1989,43
1990,43
1991,57
1992,43
1993,33
1994,50
1995,41
1996,31
1997,40
1998,44
1999,45
2000,44
2001,46
2002,34
2003,84
2004,42
2005,46
2006,52
2007,31
2008,32
2009,40
2010,38
2011,31
2012,47
2013,46
2014,28
2015,56
2016,44
