year,annual-precipitations
1987,584
1988,645
1989,710
1990,526
1991,484
1992,554
1993,523
1994,813
1995,1020
1996,859
1997,983
1998,726
1999,1009
2000,929
2001,1131
2002,970
2003,625
2004,951
2005,704
2006,1236
2007,1193
2008,975
2009,779
2010,716
2011,709
2012,1078
2013,1401
2014,1132
2015,1085
2016,1561
