year,annual-hydric-deficit
1987,-167
1988,-124
1989,-111
1990,-292
1991,-287
1992,-220
1993,-233
1994,32
1995,253
1996,106
1997,210
1998,-34
1999,280
2000,181
2001,394
2002,228
2003,-238
2004,191
2005,-54
2006,465
2007,438
2008,265
2009,-9
2010,-33
2011,-88
2012,286
2013,706
2014,407
2015,307
2016,870
