year,A1,A2,A3
,label A1,label A2,label A3
1987,22,2948,189
1988,31,2818,198
1989,26,2802,165
1990,28,2747,165
1991,15,2264,137
1992,26,2845,175
1993,15,2680,144
1994,5,2451,66
1995,32,2724,207
1996,8,2246,89
1997,6,2628,88
1998,17,2643,122
1999,8,2678,75
2000,12,2707,113
2001,27,2663,177
2002,35,2303,244
2003,39,2871,236
2004,10,2443,83
2005,17,2897,123
2006,12,2758,113
2007,24,2740,183
2008,12,2193,130
2009,22,2472,164
2010,22,2376,149
2011,19,2455,155
2012,30,2655,185
2013,5,2671,58
2014,16,2545,117
2015,27,2295,183
2016,18,2921,139
2016
2017,35,2351,245
2018,31,2332,218
2019,28,2269,210
2020,36,2362,232
2021,25,2355,223
2022,44,2371,313
2023,50,2131,380
2024,58,2466,449
2025,49,2235,294
2026,58,2100,435
2027,26,2271,234
2028,42,2485,264
2029,46,2370,350
2030,22,2324,192
2031,59,2419,401
2032,44,2106,314
2033,35,2064,239
2034,49,2495,283
2035,43,2222,261
2036,59,2334,391
2037,51,2168,382
2038,28,2531,202
2039,46,2344,286
2040,37,2262,257
2041,40,2349,274
2042,37,2163,259
2043,37,2714,243
2044,43,2377,275
2045,60,2391,382
2046,26,2326,190
