year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,79,208,164,137
1988,118,242,137,131
1989,30,203,126,72
1990,75,243,173,99
1991,211,174,265,272
1992,30,321,216,209
1993,26,189,208,130
1994,96,209,255,144
1995,87,140,151,105
1996,109,204,123,147
1997,105,214,216,210
1998,57,164,186,77
1999,91,108,219,121
2000,37,196,264,77
2001,96,142,161,137
2002,28,207,195,127
2003,55,81,160,161
2004,130,144,256,133
2005,67,248,82,98
2006,87,248,286,69
2007,79,164,248,83
2008,54,257,233,219
2009,47,187,191,83
2010,80,255,198,199
2011,61,116,206,128
2012,35,221,152,71
2013,67,157,224,110
2014,82,112,244,168
2015,71,87,147,70
2016,109,265,87,154
