year,annual-estival-days
1987,53
1988,47
1989,72
1990,66
1991,81
1992,63
1993,54
1994,61
1995,64
1996,51
1997,81
1998,65
1999,67
2000,62
2001,62
2002,47
2003,98
2004,59
2005,70
2006,75
2007,52
2008,54
2009,67
2010,61
2011,70
2012,77
2013,67
2014,52
2015,75
2016,73
