year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,18,9,-88,5,1,-307,55,19,81
1988,21,7,-41,3,10,-191,57,31,154
1989,24,8,-77,6,9,-278,52,29,97
1990,5,4,-53,3,8,-141,58,21,180
1991,25,1,-174,4,2,-366,44,12,85
1992,21,15,-150,5,5,-259,51,32,225
1993,12,0,-69,5,3,-251,67,38,100
1994,11,0,-138,7,2,-317,49,28,122
1995,16,4,-119,6,12,-221,62,21,184
1996,5,0,18,4,1,-122,56,15,158
1997,9,0,-73,3,3,-211,65,24,113
1998,4,5,-26,5,3,-171,73,22,77
1999,10,0,-97,4,2,-272,52,18,162
2000,6,1,-55,3,5,-164,61,26,182
2001,24,5,-118,6,6,-255,59,31,160
2002,25,0,-102,4,13,-226,60,13,239
2003,14,2,-20,5,11,-252,55,28,141
2004,10,1,-46,5,3,-255,62,14,69
2005,22,4,6,4,4,-59,56,27,164
2006,16,2,-91,5,1,-282,49,29,105
2007,15,2,30,4,10,-91,62,15,216
2008,36,1,-116,8,0,-329,45,15,127
2009,24,0,46,5,4,-91,48,11,150
2010,18,3,-91,4,7,-202,32,11,130
2011,18,1,-115,3,7,-280,57,10,105
2012,15,0,-87,5,7,-220,57,26,233
2013,2,1,35,6,0,-41,67,32,174
2014,11,1,-105,3,0,-214,54,19,144
2015,20,0,-21,5,4,-160,59,6,125
2016,17,4,-43,5,2,-184,44,38,135
2016
2017,25,3,-47,6,8,-246,37,15,141
2018,37,6,-171,6,8,-356,35,19,113
2019,31,0,-64,7,7,-273,50,7,96
2020,35,0,-107,6,6,-250,50,9,127
2021,23,0,-118,5,6,-300,53,22,124
2022,38,1,-163,7,13,-383,43,9,99
2023,32,0,-170,5,21,-455,52,10,101
2024,48,0,-145,3,25,-423,42,16,211
2025,34,0,-70,5,11,-210,40,24,128
2026,40,0,-130,6,22,-383,38,8,113
2027,29,0,-125,3,13,-323,38,15,84
2028,29,0,-54,4,10,-256,42,16,60
2029,28,3,-107,5,14,-420,59,1,69
2030,20,2,-206,6,6,-456,41,11,39
2031,28,0,-150,5,24,-334,54,14,140
2032,43,2,-211,7,11,-436,44,5,138
2033,25,0,-110,7,5,-276,43,11,142
2034,27,3,-131,6,9,-356,50,15,74
2035,23,2,-161,9,5,-367,54,14,50
2036,25,0,56,1,25,-50,44,16,118
2037,35,2,-154,9,20,-365,41,6,125
2038,25,3,-86,4,7,-255,52,20,147
2039,16,2,-94,3,14,-315,62,13,164
2040,39,3,-88,4,11,-306,39,4,74
2041,27,1,-147,7,10,-406,46,12,71
2042,22,0,-116,5,15,-260,57,10,119
2043,29,1,-112,3,9,-263,51,26,89
2044,35,4,-180,5,5,-341,32,13,91
2045,25,2,-111,8,21,-355,42,17,165
2046,15,6,-11,4,7,-86,53,16,192
