year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.0,13.1,19.8,8.4
1988,6.3,13.9,18.3,7.8
1989,6.7,13.4,18.8,8.4
1990,8.0,13.8,19.0,7.8
1991,5.8,12.4,20.6,6.4
1992,4.7,14.2,19.4,8.3
1993,5.3,14.7,17.8,7.3
1994,7.1,13.9,19.7,10.0
1995,6.7,13.7,18.6,9.3
1996,5.4,14.0,17.1,7.8
1997,6.7,14.3,20.2,9.3
1998,6.7,14.4,19.0,7.2
1999,6.4,14.7,20.0,7.8
2000,6.1,15.2,18.9,10.2
2001,7.7,13.9,18.5,7.3
2002,7.7,14.5,17.8,10.3
2003,5.2,17.1,20.9,8.2
2004,5.4,13.8,19.0,8.5
2005,4.5,15.4,18.8,8.2
2006,4.4,15.0,20.3,10.3
2007,7.4,16.2,17.5,7.3
2008,7.0,14.5,17.8,7.4
2009,4.4,15.5,19.7,9.4
2010,4.0,13.6,18.8,7.1
2011,6.0,16.1,19.3,10.7
2012,4.6,15.0,19.4,9.5
2013,3.7,13.1,19.7,9.0
2014,8.0,15.1,18.5,10.5
2015,5.8,16.1,20.3,10.2
2016,7.0,14.1,20.6,7.6
