year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.6,12.5,17.7,7.4
1988,6.0,13.3,16.8,8.1
1989,6.3,13.4,18.4,8.0
1990,7.6,13.3,18.3,8.0
1991,4.7,11.6,18.8,6.7
1992,5.4,14.2,18.6,7.5
1993,5.5,14.6,16.7,6.6
1994,6.6,13.5,18.6,9.7
1995,6.5,13.3,19.2,8.6
1996,4.4,13.5,17.1,6.8
1997,5.8,13.6,19.4,8.7
1998,6.4,14.2,17.7,7.1
1999,6.3,14.4,19.4,7.7
2000,6.1,14.5,17.9,9.2
2001,6.3,13.6,17.5,8.1
2002,7.1,13.7,17.3,9.0
2003,5.1,15.1,19.8,7.4
2004,5.6,13.5,18.4,7.7
2005,5.1,14.5,18.4,8.4
2006,3.9,14.3,19.8,9.6
2007,7.6,15.5,16.7,7.4
2008,6.6,14.4,17.4,7.2
2009,4.1,14.5,18.9,8.6
2010,4.0,13.9,18.2,6.2
2011,6.5,15.6,18.0,9.8
2012,5.9,13.5,17.9,8.5
2013,3.5,12.5,18.8,8.5
2014,7.4,13.9,17.9,9.4
2015,5.0,14.2,18.4,10.0
2016,5.6,12.7,18.6,7.0
