year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1454,12,-333,4
1988,1271,11,-277,6
1989,1566,10,-402,0
1990,1384,12,-270,0
1991,1482,12,-390,5
1992,1459,9,-363,4
1993,1460,10,-501,0
1994,1237,9,-240,5
1995,1470,11,-343,5
1996,1476,12,-393,3
1997,1258,13,-342,4
1998,1586,10,-342,0
1999,1599,10,-475,0
2000,1408,12,-435,0
2001,1521,11,-329,1
2002,1537,10,-364,5
2003,1046,9,-155,2
2004,1294,11,-332,0
2005,1454,13,-264,1
2006,1539,11,-402,1
2007,1386,10,-299,4
2008,1434,11,-298,0
2009,1455,11,-222,2
2010,1586,12,-328,1
2011,1388,12,-194,5
2012,1524,11,-359,3
2013,1638,13,-271,0
2014,1499,12,-308,7
2015,1399,10,-251,2
2016,1566,11,-277,1
2016
2017,1370,10,-267,2
2018,1579,12,-345,0
2019,1614,14,-252,0
2020,1796,12,-410,4
2021,1917,13,-478,1
2022,1856,13,-393,0
2023,1718,13,-481,1
2024,1605,12,-472,0
2025,1956,12,-339,0
2026,1533,12,-431,1
2027,1865,14,-457,0
2028,1816,13,-281,2
2029,1788,12,-513,0
2030,1726,12,-528,1
2031,1623,11,-400,4
2032,1683,12,-442,3
2033,1780,12,-455,0
2034,1744,13,-464,0
2035,1858,12,-439,1
2036,1672,11,-387,1
2037,1835,11,-386,0
2038,1396,10,-297,1
2039,1713,12,-386,0
2040,1612,10,-403,2
2041,1746,12,-420,2
2042,1745,12,-436,0
2043,1614,12,-413,1
2044,1770,11,-382,0
2045,1566,10,-330,3
2046,1912,12,-421,0
