year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,15,4,-135,5,1,-304,57,16,108
1988,6,1,-38,6,0,-212,70,32,131
1989,17,6,-165,6,1,-359,54,22,111
1990,9,2,-71,3,1,-207,71,16,121
1991,16,4,-108,3,3,-321,57,17,88
1992,14,2,-97,5,7,-297,65,16,36
1993,8,0,-160,5,3,-394,64,20,90
1994,8,2,-106,3,0,-222,62,14,159
1995,14,0,-121,6,2,-282,59,27,71
1996,16,2,-132,3,3,-341,50,26,72
1997,5,0,-99,2,0,-209,79,14,78
1998,15,3,-79,4,7,-264,56,26,77
1999,12,4,-127,5,0,-372,55,31,101
2000,7,3,-180,8,0,-371,71,22,110
2001,6,0,-86,7,1,-261,61,32,92
2002,9,3,-90,3,2,-299,54,16,64
2003,3,4,-50,2,0,-123,75,16,75
2004,16,1,-74,4,6,-274,77,18,70
2005,1,1,-54,3,1,-177,56,18,63
2006,17,1,-122,5,5,-318,59,30,52
2007,10,3,-70,7,2,-266,63,14,101
2008,3,0,-56,6,1,-239,56,22,75
2009,13,1,-84,5,7,-224,63,14,120
2010,5,1,-82,5,1,-275,63,22,89
2011,6,0,-94,2,5,-213,63,25,138
2012,11,1,-77,2,4,-231,66,21,26
2013,13,0,-60,2,0,-189,52,6,99
2014,16,6,-90,7,3,-276,63,17,141
2015,1,0,-53,5,1,-185,62,16,93
2016,11,0,-76,4,1,-203,53,17,107
2016
2017,6,0,-50,7,0,-224,65,12,138
2018,15,1,-89,6,0,-250,59,11,66
2019,13,0,-59,4,1,-187,62,9,122
2020,34,7,-96,7,2,-353,44,13,53
2021,37,2,-187,3,4,-396,33,5,66
2022,16,1,-51,7,0,-262,49,11,74
2023,25,1,-119,5,0,-340,42,2,48
2024,9,2,-128,4,2,-368,58,12,45
2025,35,0,-85,5,2,-259,33,16,83
2026,14,3,-163,5,3,-335,59,6,78
2027,22,0,-182,4,4,-343,44,7,120
2028,20,0,-92,3,4,-204,52,14,125
2029,18,3,-107,2,4,-382,47,11,27
2030,20,0,-172,7,1,-420,52,5,49
2031,18,1,-169,7,4,-368,49,17,107
2032,20,2,-131,6,2,-347,55,18,49
2033,26,0,-205,6,1,-376,42,6,84
2034,12,0,-151,6,0,-362,52,10,71
2035,29,1,-146,5,4,-361,39,19,92
2036,8,0,-167,5,7,-355,52,3,111
2037,25,1,-124,4,11,-330,42,7,85
2038,13,1,-105,5,3,-288,65,5,119
2039,17,0,-170,4,2,-334,53,9,99
2040,22,2,-151,8,0,-332,41,9,82
2041,27,0,-155,6,9,-320,49,12,98
2042,19,2,-132,7,2,-329,42,3,58
2043,16,1,-122,6,1,-313,61,2,60
2044,27,0,-113,3,1,-286,49,6,85
2045,27,1,-95,2,0,-253,53,0,84
2046,27,2,-135,4,2,-299,46,12,37
