year,annual-average-temperature
1987,9.8
1988,11.1
1989,11.6
1990,11.8
1991,10.5
1992,11.4
1993,10.9
1994,12.1
1995,11.9
1996,10.5
1997,11.9
1998,11.4
1999,12.0
2000,11.9
2001,11.4
2002,11.8
2003,11.9
2004,11.3
2005,11.7
2006,11.9
2007,11.8
2008,11.4
2009,11.5
2010,10.6
2011,12.5
2012,11.5
2013,10.9
2014,12.2
2015,12.0
2016,11.0
