year,F1,F3,M4
,label F1,label F3,label M4
1987,39,136,2
1988,45,129,3
1989,52,121,4
1990,42,124,1
1991,33,131,1
1992,56,138,3
1993,59,119,3
1994,45,127,1
1995,57,122,2
1996,42,132,1
1997,36,117,0
1998,48,126,2
1999,29,118,3
2000,37,129,3
2001,42,113,3
2002,62,133,2
2003,55,139,1
2004,45,115,3
2005,61,128,2
2006,77,140,3
2007,51,141,2
2008,47,122,3
2009,47,123,3
2010,47,122,4
2011,52,129,2
2012,49,131,1
2013,37,119,1
2014,23,127,3
2015,56,131,3
2016,37,119,2
2016
2017,49,115,6
2018,47,127,4
2019,54,119,1
2020,72,135,7
2021,39,118,3
2022,36,116,3
2023,30,120,3
2024,44,124,4
2025,31,114,1
2026,25,128,3
2027,21,112,3
2028,20,112,2
2029,42,114,4
2030,42,122,5
2031,31,119,4
2032,50,136,5
2033,23,116,4
2034,29,111,4
2035,50,117,4
2036,34,120,3
2037,42,117,2
2038,33,126,4
2039,39,120,2
2040,42,128,4
2041,30,117,1
2042,56,114,3
2043,50,128,4
2044,34,118,3
2045,32,123,1
2046,35,131,4

min,,80,0
max,,170,8
steps,,10,9
decimal
