year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,63,-37,-60,122
1988,211,-109,-65,125
1989,100,-106,-229,58
1990,48,-128,-278,89
1991,81,-129,-201,84
1992,-14,-138,-202,128
1993,-1,-47,-200,82
1994,48,-133,-158,80
1995,196,-103,-169,-31
1996,34,-237,-209,69
1997,18,-94,-204,110
1998,-4,-101,-127,150
1999,52,-83,-130,193
2000,33,-76,-51,225
2001,167,-176,36,100
2002,88,-163,-184,175
2003,-7,-192,-227,107
2004,41,-201,-141,121
2005,60,-101,-216,14
2006,105,-177,-179,88
2007,80,-115,-34,68
2008,65,-125,-184,62
2009,39,-132,-255,99
2010,12,-199,-112,127
2011,21,-254,-96,115
2012,-51,-21,-192,200
2013,39,-54,-201,115
2014,20,-86,-76,105
2015,25,-223,-156,50
2016,116,34,-224,47
