year,annual-hydric-deficit
1987,115
1988,210
1989,-162
1990,-17
1991,-100
1992,-6
1993,-27
1994,-112
1995,-34
1996,-17
1997,-223
1998,-178
1999,-131
2000,-204
2001,-183
2002,28
2003,-521
2004,-245
2005,-157
2006,-255
2007,-242
2008,-169
2009,-7
2010,-76
2011,-287
2012,-206
2013,112
2014,-162
2015,-390
2016,-97
