year,annual-frozen-days
1987,95
1988,74
1989,84
1990,95
1991,111
1992,44
1993,76
1994,40
1995,55
1996,94
1997,53
1998,71
1999,57
2000,39
2001,68
2002,42
2003,81
2004,66
2005,63
2006,69
2007,31
2008,60
2009,57
2010,84
2011,50
2012,45
2013,70
2014,16
2015,40
2016,47
