year,annual-average-temperature
1987,8.5
1988,9.8
1989,10.0
1990,9.1
1991,8.0
1992,10.9
1993,10.1
1994,11.4
1995,10.5
1996,9.0
1997,10.8
1998,10.4
1999,10.6
2000,11.3
2001,10.6
2002,11.0
2003,11.3
2004,10.7
2005,10.8
2006,11.4
2007,11.6
2008,11.2
2009,11.1
2010,9.8
2011,11.7
2012,11.2
2013,10.5
2014,12.3
2015,12.1
2016,11.3

min,6
max,14
steps,9
decimal
