year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1575,10,-269,4
1988,1400,8,-237,2
1989,1328,9,-54,0
1990,1357,9,-85,4
1991,1422,9,-363,4
1992,1477,9,-227,1
1993,1248,10,-193,0
1994,1387,8,-188,5
1995,1374,9,-166,1
1996,1557,10,-279,6
1997,1537,12,-291,0
1998,1201,11,-173,13
1999,1783,12,-414,1
2000,1365,9,-244,9
2001,1200,7,-226,1
2002,1538,10,-183,1
2003,1191,10,-147,6
2004,1385,11,-213,9
2005,1577,9,-248,3
2006,1502,12,-85,5
2007,1287,8,-74,11
2008,1669,9,-302,0
2009,1899,11,-328,2
2010,1565,10,-95,2
2011,1632,11,-192,5
2012,1230,9,-106,5
2013,1628,11,-296,2
2014,1436,11,-249,4
2015,1894,11,-246,8
2016,1464,8,-174,0
2016
2017,1775,11,-228,3
2018,1587,11,-291,0
2019,1527,10,-149,3
2020,1602,13,-238,2
2021,1883,11,-260,1
2022,1723,10,-202,3
2023,1864,15,-453,1
2024,1812,12,-389,1
2025,1791,13,-318,0
2026,1976,12,-475,3
2027,1666,10,-347,4
2028,1628,12,-55,1
2029,1899,12,-461,3
2030,1695,10,-317,1
2031,1679,11,-228,3
2032,1522,11,-367,3
2033,2051,10,-425,0
2034,1547,11,-214,13
2035,1764,12,-252,2
2036,1505,9,-215,9
2037,1666,10,-368,8
2038,1835,10,-300,0
2039,1765,13,-235,7
2040,1884,10,-332,3
2041,1946,10,-258,6
2042,1532,9,-224,11
2043,2084,11,-364,2
2044,1780,12,-332,4
2045,1831,11,-369,3
2046,1787,13,-315,0

min,,4
max,,17
steps,,8
decimal
