year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,68,4,44,73
1988,191,-81,-31,148
1989,-10,-52,-54,73
1990,15,-70,-147,118
1991,8,-43,-156,49
1992,53,-56,-116,246
1993,-7,-107,100,171
1994,55,10,5,96
1995,81,108,-60,114
1996,-3,-91,128,148
1997,11,-62,-98,104
1998,124,-62,84,317
1999,239,289,43,261
2000,233,16,229,122
2001,305,155,88,203
2002,196,103,531,283
2003,130,-108,-34,227
2004,187,-84,-65,116
2005,49,-9,60,61
2006,56,2,-40,10
2007,42,-24,23,30
2008,3,-87,-44,67
2009,42,-25,-84,130
2010,2,-5,67,148
2011,-5,-177,1,71
2012,17,-64,-52,168
2013,66,56,-116,101
2014,-7,-120,111,67
2015,130,127,-114,129
2016,210,272,67,99
