year,annual-estival-days
1987,31
1988,23
1989,24
1990,28
1991,31
1992,43
1993,23
1994,44
1995,32
1996,22
1997,29
1998,29
1999,26
2000,31
2001,34
2002,24
2003,74
2004,37
2005,38
2006,47
2007,35
2008,29
2009,32
2010,33
2011,31
2012,31
2013,36
2014,24
2015,45
2016,36
