year,annual-average-temperature
1987,8.1
1988,9.3
1989,9.4
1990,10.0
1991,8.8
1992,9.3
1993,8.9
1994,10.2
1995,8.5
1996,7.2
1997,8.6
1998,8.8
1999,8.8
2000,9.5
2001,8.8
2002,9.4
2003,9.4
2004,8.7
2005,8.5
2006,9.4
2007,9.7
2008,8.9
2009,8.8
2010,7.9
2011,9.5
2012,8.9
2013,8.4
2014,10.1
2015,9.7
2016,9.3

min,6
max,14
steps,9
decimal
