year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,103,102,9,103
1988,173,-68,9,172
1989,-2,-57,-71,135
1990,14,-16,-121,120
1991,1,-104,-190,115
1992,92,-54,-175,157
1993,-40,-90,-14,139
1994,-27,-94,-130,7
1995,60,-39,-118,31
1996,-18,-137,-90,144
1997,3,-150,-93,78
1998,-17,-146,-127,8
1999,20,-51,-124,116
2000,-39,-170,-87,47
2001,92,-113,-148,-6
2002,-49,-44,-55,141
2003,-50,-266,-290,61
2004,5,-217,-106,161
2005,-37,-154,-119,13
2006,43,-121,-70,36
2007,7,-168,-55,-3
2008,-32,-78,-42,47
2009,103,-167,-87,165
2010,34,-76,-28,166
2011,23,-113,-75,85
2012,9,4,-26,258
2013,45,-59,-180,214
2014,-12,-201,-27,61
2015,-18,-131,-241,-15
2016,91,6,-231,-5
