year,annual-average-temperature
1987,10.3
1988,11.3
1989,11.3
1990,11.6
1991,10.7
1992,11.6
1993,11.0
1994,12.0
1995,11.0
1996,9.7
1997,10.8
1998,11.1
1999,11.2
2000,11.9
2001,11.1
2002,11.3
2003,11.7
2004,10.8
2005,11.1
2006,11.3
2007,11.6
2008,11.0
2009,11.2
2010,10.1
2011,11.9
2012,11.2
2013,10.7
2014,12.3
2015,12.4
2016,11.3

min,8
max,14
steps,7
decimal
