year,annual-frozen-days
1987,74
1988,51
1989,69
1990,49
1991,71
1992,45
1993,63
1994,41
1995,67
1996,97
1997,88
1998,75
1999,68
2000,36
2001,72
2002,51
2003,89
2004,79
2005,82
2006,88
2007,62
2008,73
2009,74
2010,81
2011,59
2012,55
2013,65
2014,36
2015,53
2016,59
