year,annual-hydric-deficit
1987,317
1988,287
1989,5
1990,-3
1991,-178
1992,20
1993,-6
1994,-245
1995,-66
1996,-102
1997,-161
1998,-282
1999,-39
2000,-249
2001,-174
2002,-7
2003,-545
2004,-158
2005,-298
2006,-112
2007,-219
2008,-105
2009,15
2010,96
2011,-79
2012,246
2013,19
2014,-179
2015,-404
2016,-139
