year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1637,11,14,1
1988,1686,11,-147,1
1989,1443,10,-76,6
1990,1673,12,-192,1
1991,1678,12,-251,2
1992,1634,8,-97,1
1993,1691,9,-312,4
1994,1499,10,8,0
1995,1799,11,-105,0
1996,1822,11,-189,0
1997,1335,9,-234,12
1998,1796,12,-145,4
1999,1626,12,-208,11
2000,1222,9,-255,2
2001,1468,11,-121,2
2002,1573,10,-110,2
2003,1610,10,-120,0
2004,1565,10,59,7
2005,1826,13,-23,3
2006,1511,9,-115,0
2007,1717,10,-249,3
2008,1545,10,65,3
2009,1463,11,14,0
2010,1485,10,-24,1
2011,1468,12,-100,2
2012,1820,11,-51,1
2013,1388,10,46,1
2014,1613,11,-112,1
2015,1401,11,-114,0
2016,1499,11,-129,1
2016
2017,1890,11,-204,0
2018,1998,14,-83,1
2019,1652,13,9,1
2020,1641,11,-159,7
2021,1862,14,-406,3
2022,1683,11,-101,6
2023,1620,10,-258,0
2024,1944,12,-288,2
2025,2022,12,-123,2
2026,1696,11,-227,3
2027,1869,11,-284,1
2028,1876,12,-154,1
2029,1755,12,-347,0
2030,1754,11,-179,6
2031,1951,13,-92,0
2032,1900,13,-237,1
2033,1740,12,-236,3
2034,2184,13,-320,1
2035,1898,12,-178,0
2036,1801,12,-91,0
2037,1886,10,-260,3
2038,1798,11,-126,1
2039,1925,12,-126,4
2040,1848,12,-319,0
2041,1857,10,-247,1
2042,1626,9,-90,0
2043,1982,12,-234,5
2044,1822,13,-205,6
2045,1728,12,13,1
2046,1697,11,-251,3
