year,annual-hydric-deficit
1987,-73
1988,-169
1989,-209
1990,-151
1991,-79
1992,-360
1993,-122
1994,-89
1995,-238
1996,-303
1997,-276
1998,61
1999,-7
2000,45
2001,103
2002,80
2003,-52
2004,-61
2005,-118
2006,20
2007,243
2008,-73
2009,-147
2010,67
2011,104
2012,-187
2013,-81
2014,-35
2015,144
2016,-84
