year,annual-frozen-days
1987,94
1988,65
1989,33
1990,35
1991,68
1992,51
1993,84
1994,63
1995,81
1996,120
1997,84
1998,77
1999,70
2000,53
2001,94
2002,84
2003,99
2004,82
2005,87
2006,77
2007,33
2008,40
2009,53
2010,107
2011,50
2012,62
2013,85
2014,25
2015,28
2016,67
