year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1041,10,-303,1
1988,1102,11,-132,6
1989,1041,10,-284,4
1990,1049,12,-105,5
1991,1180,12,-447,5
1992,1001,12,-218,8
1993,962,11,-441,3
1994,1135,13,-396,1
1995,956,10,-238,2
1996,919,10,-388,8
1997,1122,12,-343,4
1998,1037,12,-227,6
1999,1064,11,-486,1
2000,1002,11,-244,4
2001,934,11,-149,10
2002,1230,11,-231,1
2003,1082,12,-209,4
2004,1194,10,-282,4
2005,1055,11,-265,9
2006,925,10,-145,3
2007,1044,11,-228,7
2008,1122,12,-123,2
2009,1093,11,-312,1
2010,1004,11,-193,6
2011,1092,11,-255,5
2012,1133,12,-243,0
2013,892,10,-249,12
2014,1085,12,-198,9
2015,1050,11,-109,3
2016,1144,13,-240,1
2016
2017,1164,11,-203,1
2018,1191,12,-207,4
2019,1110,11,-219,5
2020,1267,12,-320,1
2021,1172,11,-330,4
2022,1290,12,-338,12
2023,1253,13,-415,4
2024,1088,12,-401,7
2025,1141,11,-180,3
2026,1209,11,-446,5
2027,1086,11,-390,1
2028,1112,11,-171,3
2029,1150,12,-413,2
2030,1428,13,-402,0
2031,1101,12,-276,3
2032,1085,12,-284,2
2033,1268,12,-330,0
2034,1104,11,-231,2
2035,1145,11,-256,1
2036,1136,11,-251,2
2037,1179,13,-220,1
2038,1212,12,-259,0
2039,1281,11,-265,0
2040,1368,14,-235,3
2041,1055,11,-276,5
2042,1186,11,-306,5
2043,1293,12,-270,0
2044,1155,11,-271,4
2045,1121,12,-331,5
2046,1147,12,-110,2
