year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,2,8,-146,4,0,-285,67,33,119
1988,2,4,-99,4,0,-105,64,21,126
1989,1,9,-72,4,0,-234,79,18,63
1990,7,4,-40,2,0,-119,73,25,151
1991,10,12,-201,6,0,-404,67,29,106
1992,1,8,-35,3,0,-184,84,21,89
1993,0,10,-194,5,0,-346,87,13,95
1994,3,5,-147,7,0,-329,85,24,133
1995,0,9,-131,5,0,-235,77,16,116
1996,1,0,-156,4,0,-318,79,12,102
1997,4,5,-176,3,0,-263,71,25,111
1998,0,13,-88,8,0,-173,66,12,91
1999,2,2,-166,3,0,-354,81,35,56
2000,2,3,-167,3,0,-179,70,7,108
2001,0,4,-76,2,0,-137,81,7,83
2002,4,4,-105,5,0,-202,73,30,125
2003,3,1,-73,3,0,-172,74,19,64
2004,11,4,-131,4,0,-330,75,33,138
2005,1,2,-147,6,0,-234,70,23,162
2006,1,1,-95,3,0,-156,81,34,174
2007,0,2,-69,2,0,-193,80,37,59
2008,3,6,-58,2,0,-68,72,26,105
2009,6,4,-148,5,0,-271,67,23,76
2010,5,1,-118,6,0,-175,75,29,110
2011,5,3,-122,4,0,-236,69,10,99
2012,1,0,-80,5,0,-178,77,15,93
2013,0,5,-78,4,0,-194,80,14,78
2014,2,4,-45,4,0,-134,82,26,65
2015,0,9,-65,3,0,-114,77,32,168
2016,1,0,-50,3,0,-158,80,8,54
2016
2017,3,3,-130,4,0,-233,73,11,133
2018,1,4,-57,2,0,-165,81,10,113
2019,3,4,-103,4,0,-195,83,10,51
2020,4,2,-125,3,0,-283,67,8,68
2021,1,3,-153,2,0,-280,65,19,113
2022,4,11,-188,6,0,-288,64,18,47
2023,4,2,-205,6,0,-325,62,20,88
2024,1,1,-136,5,0,-326,74,12,95
2025,7,7,-56,6,0,-179,66,15,100
2026,10,5,-188,4,0,-345,73,6,70
2027,7,2,-119,2,0,-295,72,25,93
2028,4,6,-47,0,0,-130,71,15,51
2029,3,1,-211,4,0,-390,75,16,111
2030,3,6,-213,4,0,-308,52,14,124
2031,2,4,-90,4,0,-205,71,17,90
2032,3,1,-95,3,0,-240,75,20,46
2033,1,10,-134,6,0,-315,78,17,95
2034,1,3,-67,2,0,-195,70,17,107
2035,2,1,-67,2,0,-207,81,6,69
2036,1,0,-141,2,0,-225,70,6,105
2037,0,3,-143,5,0,-196,72,15,81
2038,3,3,-112,3,0,-230,71,8,84
2039,7,3,-146,5,0,-275,70,19,100
2040,10,3,-96,4,0,-213,61,19,98
2041,1,1,-147,2,0,-232,75,12,86
2042,8,13,-138,4,0,-279,73,10,88
2043,5,8,-174,5,0,-248,57,17,90
2044,6,8,-122,4,0,-230,71,12,53
2045,3,5,-115,5,0,-275,76,6,68
2046,2,7,-68,1,0,-88,76,10,85
