year,F1,F3,M4
,label F1,label F3,label M4
1987,96,153,3
1988,73,149,3
1989,101,157,2
1990,69,147,2
1991,102,157,2
1992,97,157,3
1993,113,163,3
1994,82,152,3
1995,94,153,1
1996,92,151,3
1997,90,154,1
1998,102,156,4
1999,94,145,4
2000,94,151,0
2001,88,156,0
2002,89,145,2
2003,77,139,1
2004,74,144,3
2005,68,152,2
2006,34,141,0
2007,81,150,2
2008,87,146,2
2009,101,153,4
2010,99,155,3
2011,92,152,2
2012,64,139,2
2013,106,159,3
2014,101,151,2
2015,93,154,3
2016,94,144,1
2016
2017,57,144,5
2018,73,144,1
2019,52,148,2
2020,61,147,3
2021,97,146,1
2022,97,151,4
2023,73,139,2
2024,63,150,3
2025,79,151,2
2026,67,150,3
2027,73,142,2
2028,79,146,3
2029,74,141,2
2030,92,144,4
2031,75,142,1
2032,75,143,2
2033,81,146,4
2034,96,147,2
2035,67,149,0
2036,67,144,1
2037,76,145,2
2038,61,140,1
2039,95,148,4
2040,52,145,2
2041,78,148,4
2042,9,150,4
2043,82,141,3
2044,58,154,3
2045,58,145,3
2046,57,146,0
