year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-11,-64,-55,58
1988,91,-214,-91,45
1989,4,-179,-108,75
1990,37,-171,-97,80
1991,11,-23,-109,42
1992,16,-283,-209,116
1993,16,-259,43,79
1994,102,-169,-127,104
1995,58,-113,-186,3
1996,-42,-113,-189,41
1997,-20,-107,-244,95
1998,50,-74,-43,128
1999,70,-76,-72,72
2000,79,-127,-24,117
2001,60,-77,34,87
2002,114,-93,-109,167
2003,16,-86,-61,78
2004,41,-131,-97,125
2005,80,-166,-134,102
2006,56,-116,-87,168
2007,111,-63,122,73
2008,82,-208,-90,145
2009,49,-153,-185,142
2010,11,-93,14,134
2011,62,-107,90,59
2012,10,-128,-170,100
2013,62,-119,-169,145
2014,38,-148,-102,177
2015,108,-111,-37,184
2016,59,-159,-93,110
