year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.7,9.2,14.1,6.1
1988,2.4,11.1,15.5,5.0
1989,4.7,11.3,15.9,5.7
1990,4.8,11.7,15.2,5.6
1991,1.8,9.4,16.3,5.8
1992,3.0,12.3,16.3,4.7
1993,2.1,12.0,13.8,4.1
1994,1.4,10.7,17.2,6.0
1995,2.1,10.3,16.8,4.2
1996,-1.6,9.7,15.4,4.7
1997,1.3,10.2,17.8,4.7
1998,3.0,11.2,14.4,3.6
1999,1.6,10.5,16.3,5.1
2000,2.7,11.5,14.2,6.9
2001,0.6,9.8,15.3,4.9
2002,2.8,11.5,16.6,3.1
2003,-0.2,10.8,15.9,5.0
2004,1.0,11.0,15.7,5.8
2005,1.3,11.1,16.3,6.1
2006,-0.9,11.3,18.4,8.7
2007,4.2,12.6,15.8,5.8
2008,4.1,12.2,16.6,6.6
2009,1.9,12.3,17.7,5.8
2010,-0.5,10.9,17.0,2.9
2011,1.3,12.9,16.6,7.2
2012,2.7,11.1,16.3,5.4
2013,-0.4,11.6,16.4,7.4
2014,4.0,12.4,17.3,7.7
2015,3.3,10.6,16.3,7.8
2016,2.3,12.6,16.9,5.8
