year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,480,526,-177,-303,86,8.1,3083,5,15.6,96
1988,665,524,16,-132,108,8.9,3326,7,15.9,69
1989,504,516,-148,-284,72,8.4,3167,16,16.4,93
1990,659,490,30,-105,85,9.0,3372,7,16.2,74
1991,494,667,-380,-447,14,8.5,3216,11,17.0,103
1992,544,506,-97,-218,96,8.3,3119,8,16.6,88
1993,473,692,-437,-441,-13,7.8,3053,6,16.5,96
1994,572,670,-325,-396,-5,8.9,3343,7,17.2,73
1995,524,487,-88,-238,86,8.3,3162,2,15.4,76
1996,534,652,-359,-388,-5,8.3,3128,1,14.8,79
1997,495,649,-359,-343,-31,8.7,3268,5,16.2,79
1998,508,495,-113,-227,85,8.5,3176,0,15.7,85
1999,507,708,-458,-486,2,8.0,3144,4,15.9,94
2000,607,612,-222,-244,-3,8.9,3288,2,15.2,68
2001,568,469,-24,-149,51,9.0,3331,5,15.6,68
2002,609,535,-60,-231,99,9.0,3386,13,16.9,87
2003,574,506,-66,-209,59,8.9,3339,7,16.0,76
2004,583,560,-127,-282,125,8.9,3316,18,16.7,81
2005,491,526,-174,-265,64,9.0,3343,6,16.1,79
2006,592,470,-21,-145,111,9.1,3385,4,15.7,57
2007,577,517,-70,-228,99,8.2,3174,5,16.3,88
2008,650,498,22,-123,78,8.8,3317,3,15.9,72
2009,419,515,-223,-312,55,8.6,3346,7,15.5,91
2010,578,522,-62,-193,67,8.0,3033,5,16.1,87
2011,550,520,-94,-255,56,8.6,3322,6,16.2,78
2012,472,524,-186,-243,38,9.1,3407,8,16.3,53
2013,525,502,-106,-249,115,8.2,3122,2,15.5,96
2014,612,523,-34,-198,115,8.1,3202,7,16.7,98
2015,695,512,57,-109,93,8.4,3207,1,16.0,85
2016,592,511,-48,-240,105,8.9,3370,2,16.5,73
2016
2017,571,526,-98,-203,74,10.0,3670,4,16.5,45
2018,641,517,-17,-207,125,9.6,3547,12,17.1,67
2019,612,520,-50,-219,163,9.7,3572,12,17.1,48
2020,570,559,-127,-320,139,10.1,3726,13,17.1,42
2021,608,659,-263,-330,-4,9.2,3407,4,16.1,85
2022,479,536,-193,-338,71,9.5,3562,25,18.0,88
2023,638,704,-305,-415,101,9.9,3657,4,16.7,64
2024,466,643,-397,-401,2,9.4,3470,6,16.9,53
2025,551,507,-105,-180,55,9.6,3569,11,16.5,65
2026,551,696,-396,-446,66,9.9,3667,15,17.2,55
2027,601,688,-327,-390,79,9.3,3454,12,16.1,68
2028,536,489,-97,-171,90,9.5,3529,4,16.1,65
2029,580,709,-412,-413,22,9.9,3642,9,16.6,53
2030,542,659,-331,-402,41,9.9,3664,9,17.4,71
2031,570,516,-83,-276,127,9.3,3489,4,15.9,61
2032,497,505,-146,-284,104,9.2,3425,6,16.5,65
2033,454,546,-231,-330,46,9.7,3596,15,17.6,63
2034,544,537,-144,-231,73,8.7,3279,3,15.7,79
2035,562,515,-89,-256,88,9.9,3645,14,17.0,45
2036,511,522,-149,-251,78,9.7,3604,8,16.5,41
2037,593,516,-67,-220,98,9.6,3560,8,16.9,59
2038,579,530,-84,-259,144,9.9,3649,12,16.6,45
2039,629,541,-39,-265,173,9.6,3561,17,17.1,74
2040,625,557,-75,-235,120,10.4,3825,16,18.0,58
2041,481,506,-164,-276,31,9.5,3497,5,16.3,52
2042,567,550,-119,-306,145,9.3,3466,14,16.9,73
2043,541,538,-144,-270,97,9.8,3630,17,16.8,69
2044,541,530,-127,-271,112,9.5,3500,11,16.6,62
2045,371,519,-289,-331,34,9.8,3621,8,16.6,48
2046,696,519,50,-110,69,9.4,3488,7,16.9,50
