year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,85,142,0
1988,48,128,0
1989,86,152,0
1990,67,123,0
1991,59,139,0
1992,59,128,0
1993,62,130,0
1994,84,140,0
1995,67,144,0
1996,75,137,0
1997,76,144,0
1998,75,136,0
1999,89,141,0
2000,82,142,0
2001,78,133,0
2002,101,147,0
2003,73,145,0
2004,69,129,0
2005,96,141,1
2006,105,152,0
2007,65,131,0
2008,77,128,0
2009,80,134,0
2010,74,148,0
2011,80,140,0
2012,93,144,0
2013,77,145,0
2014,85,140,0
2015,9,143,0
2016,81,154,1
2016
2017,48,131,0
2018,103,144,0
2019,68,139,0
2020,61,132,0
2021,84,135,1
2022,87,140,0
2023,67,134,0
2024,90,145,0
2025,92,142,0
2026,86,150,1
2027,56,129,0
2028,68,133,0
2029,42,127,0
2030,86,142,0
2031,89,141,0
2032,88,141,0
2033,51,128,1
2034,69,134,0
2035,63,125,0
2036,77,133,0
2037,82,137,1
2038,83,133,1
2039,45,126,0
2040,58,119,1
2041,84,142,0
2042,101,142,0
2043,67,138,0
2044,68,126,0
2045,67,141,0
2046,56,129,0

min,,90,0
max,,190,6
steps,,11,7
decimal
