year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.8,12.4,17.1,5.5
1988,2.8,13.5,17.2,4.7
1989,4.0,13.2,17.6,4.9
1990,4.7,13.4,16.9,5.0
1991,1.8,11.4,17.9,3.7
1992,3.3,14.1,18.9,4.3
1993,0.9,14.5,16.3,4.3
1994,3.3,13.2,18.8,5.5
1995,2.7,12.4,17.8,3.7
1996,-2.0,12.6,15.1,3.8
1997,1.7,12.2,17.3,4.4
1998,3.7,15.1,17.3,4.1
1999,2.8,14.1,19.0,4.9
2000,3.1,15.6,17.2,6.5
2001,1.9,12.9,17.4,5.0
2002,3.7,14.6,18.2,4.3
2003,1.1,15.3,19.2,4.3
2004,1.6,13.0,17.6,5.2
2005,1.1,13.7,17.5,4.6
2006,-1.3,13.8,19.2,7.1
2007,5.1,15.4,17.3,4.2
2008,3.7,13.7,17.1,5.3
2009,0.8,14.3,18.4,4.9
2010,-0.3,13.1,17.7,2.8
2011,1.6,14.9,17.8,5.6
2012,2.2,14.2,18.1,4.5
2013,0.1,13.2,17.8,5.7
2014,3.9,14.1,18.0,6.9
2015,3.2,13.3,19.4,7.2
2016,3.0,14.1,18.9,4.9
