year,annual-precipitations
1987,784
1988,573
1989,493
1990,307
1991,195
1992,243
1993,388
1994,331
1995,550
1996,532
1997,482
1998,445
1999,419
2000,496
2001,629
2002,881
2003,295
2004,416
2005,461
2006,436
2007,525
2008,505
2009,533
2010,711
2011,492
2012,538
2013,643
2014,584
2015,384
2016,504
