year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,8,25,-144.35,2,2,-212.53,62,23,158
1988,2,4,-65,2,0,-174,60,22,89
1989,7,31,-103,1,4,-194,67,32,124
1990,32,15,-153,3,13,-342,33,35,47
1991,15,11,-127,1,9,-226,63,28,148
1992,2,14,-108,2,8,-185,63,36,124
1993,15,18,-193,4,9,-320,41,45,203
1994,11,36,-135,2,10,-320,50,39,92
1995,15,24,-154,3,3,-245,48,45,85
1996,3,27,-83,1,12,-241,60,39,149
1997,22,26,-107,1,4,-132,55,37,209
1998,11,27,-43,3,1,-107,53,33,170
1999,9,26,-161,4,12,-297,60,47,117
2000,22,30,-152,4,10,-266,42,35,171
2001,11,29,-88,3,14,-179,50,27,150
2002,15,39,-156,4,10,-253,54,17,147
2003,4,27,-67,2,14,-195,68,32,93
2004,7,21,-105,2,0,-154,50,27,128
2005,9,48,-88,4,5,-205,46,28,120
2006,8,47,-104,0,6,-160,66,38,179
2007,18,22,-118,4,2,-112,50,22,244
2008,18,24,-142,1,5,-123,43,28,191
2009,19,29,-124,1,11,-138,46,23,195
2010,11,26,-87,3,15,-119,70,38,203
2011,14,31,-138,3,14,-283,54,28,95
2012,6,29,-138,6,7,-203,66,39,166
2013,5,24,-130,1,4,-191,52,14,119
2014,29,32,-106,2,17,-220,42,27,141
2015,18,39,-166,3,8,-318,49,45,101
2016,18,29,-133,1,16,-276,56,39,84
2016
2017,36,9,-135,1,13,-226,48,20,112
2018,22,46,-117,3,10,-243,44,32,71
2019,21,16,-138,3,2,-201,49,39,153
2020,17,24,-166,4,11,-259,46,24,96
2021,23,29,-138,4,15,-349,52,30,36
2022,22,23,-117,4,14,-284,52,16,75
2023,19,19,-167,1,3,-297,62,29,85
2024,24,40,-167,3,12,-290,53,21,67
2025,14,29,-44,2,9,-167,62,28,57
2026,20,28,-131,3,9,-290,60,21,73
2027,26,13,-117,1,12,-197,37,31,75
2028,16,26,-133,2,11,-295,55,28,100
2029,20,9,-123,1,16,-310,44,31,79
2030,16,30,-88,0,8,-234,57,36,97
2031,14,24,-103,1,17,-241,66,17,66
2032,18,22,-147,5,5,-215,47,34,113
2033,23,11,-32,1,11,-180,60,21,53
2034,31,19,-159,2,8,-284,43,32,86
2035,11,21,-81,2,13,-165,52,15,131
2036,16,13,-101,2,2,-196,50,37,100
2037,30,27,-172,6,16,-355,37,27,49
2038,20,20,-21,3,11,-182,45,31,49
2039,36,5,-142,2,34,-300,44,16,83
2040,15,11,-128,4,4,-261,46,18,82
2041,21,27,-108,2,8,-251,50,25,87
2042,21,37,-149,0,3,-217,36,27,102
2043,29,14,-169,2,17,-301,48,20,63
2044,25,20,-106,4,18,-284,47,12,72
2045,20,24,-92,3,16,-275,54,27,38
2046,19,11,-65,3,9,-128,40,12,130

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
