year,annual-estival-days
1987,3
1988,17
1989,7
1990,1
1991,1
1992,2
1993,1
1994,1
1995,4
1996,0
1997,16
1998,1
1999,12
2000,4
2001,4
2002,6
2003,20
2004,1
2005,12
2006,11
2007,4
2008,0
2009,5
2010,22
2011,16
2012,2
2013,15
2014,27
2015,0
2016,2
