year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-14.8,6.1,9.9,-4.3
1988,-9.2,6.8,13.5,-6.4
1989,-5.0,8.6,12.5,-4.5
1990,-7.0,6.6,11.2,-4.0
1991,-8.2,5.9,13.0,-0.9
1992,-8.2,3.2,9.3,-7.8
1993,-10.0,2.8,8.9,-7.5
1994,-12.4,4.1,9.5,-5.6
1995,-5.1,7.3,11.6,-5.3
1996,-9.3,5.6,11.6,-2.9
1997,-8.9,5.0,13.7,-4.1
1998,-10.9,5.3,12.1,-3.9
1999,-10.2,8.1,12.4,-2.5
2000,-7.0,7.2,11.9,-1.6
2001,-10.0,7.0,12.9,-5.3
2002,-7.3,7.8,12.8,-8.9
2003,-9.7,5.7,13.7,-2.2
2004,-9.1,6.5,13.4,-2.8
2005,-8.8,7.2,13.9,-0.9
2006,-12.0,8.0,12.9,-1.4
2007,-8.7,6.7,12.5,-0.6
2008,-6.4,5.7,10.5,-0.2
2009,-9.1,6.4,13.0,-3.8
2010,-13.1,7.7,13.7,-6.2
2011,-11.5,8.5,13.6,0.9
2012,-10.0,6.0,12.4,-4.4
2013,-9.5,8.2,13.2,-0.9
2014,-5.3,6.5,14.0,-2.9
2015,-5.0,7.0,12.6,0.0
2016,-7.8,8.6,13.2,-2.9
