year,annual-precipitations
1987,592
1988,637
1989,624
1990,553
1991,306
1992,856
1993,625
1994,528
1995,426
1996,488
1997,435
1998,561
1999,463
2000,642
2001,574
2002,457
2003,572
2004,609
2005,771
2006,711
2007,812
2008,833
2009,514
2010,553
2011,963
2012,770
2013,671
2014,597
2015,789
2016,544
