year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,106,122,275,90
1988,110,162,246,120
1989,138,95,287,104
1990,156,109,176,113
1991,52,93,67,94
1992,104,174,330,248
1993,183,124,224,94
1994,83,145,168,132
1995,73,118,133,103
1996,37,164,127,160
1997,89,118,141,88
1998,86,116,205,154
1999,68,98,162,135
2000,165,167,173,138
2001,122,121,218,113
2002,144,71,163,80
2003,74,128,172,198
2004,124,70,264,150
2005,149,238,220,164
2006,109,196,211,195
2007,129,188,296,199
2008,175,128,278,252
2009,65,107,250,92
2010,97,154,209,92
2011,97,207,427,232
2012,89,220,311,150
2013,62,140,189,280
2014,77,148,179,192
2015,127,229,255,179
2016,85,134,225,100
