year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,91,-91,97,65
1988,93,-69,41,102
1989,114,-146,74,85
1990,128,-122,-11,95
1991,26,-102,-163,71
1992,86,-40,173,241
1993,167,-55,36,85
1994,67,-49,-32,122
1995,38,-88,-59,75
1996,10,-20,-65,130
1997,58,-73,-70,62
1998,60,-65,39,128
1999,45,-101,-12,112
2000,142,-34,-2,114
2001,103,-82,14,94
2002,120,-162,-45,57
2003,43,-84,-41,171
2004,100,-131,67,126
2005,124,20,-3,140
2006,91,-32,-6,170
2007,104,-22,113,169
2008,150,-72,111,225
2009,43,-113,49,71
2010,80,-59,6,69
2011,72,-21,231,203
2012,66,30,131,129
2013,40,-94,-6,258
2014,45,-57,-43,171
2015,93,44,78,152
2016,61,-82,37,75
