year,F1,F3,M4
,label F1,label F3,label M4
1987,85,150,1
1988,100,164,1
1989,75,146,1
1990,91,154,0
1991,96,148,0
1992,96,158,0
1993,95,153,0
1994,101,155,1
1995,88,165,1
1996,96,157,1
1997,92,151,1
1998,95,157,0
1999,100,156,4
2000,9,154,4
2001,80,142,1
2002,89,151,5
2003,89,149,1
2004,97,162,5
2005,95,149,2
2006,79,149,2
2007,94,149,1
2008,79,150,1
2009,97,160,0
2010,88,158,1
2011,103,152,1
2012,96,159,3
2013,73,148,3
2014,100,153,2
2015,81,144,3
2016,86,151,1
2016
2017,67,155,1
2018,78,157,2
2019,94,148,0
2020,58,144,1
2021,64,144,1
2022,75,153,2
2023,81,147,1
2024,78,153,1
2025,75,147,1
2026,78,155,1
2027,70,148,3
2028,112,165,2
2029,80,152,1
2030,53,147,2
2031,60,134,2
2032,85,160,1
2033,80,152,1
2034,100,157,2
2035,64,140,2
2036,82,141,1
2037,78,147,2
2038,73,149,1
2039,57,143,1
2040,71,155,1
2041,76,152,3
2042,67,159,0
2043,65,148,0
2044,62,150,0
2045,61,141,2
2046,69,148,0
