year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,3,2,4,4,0,-78,79,21,105
1988,1,8,-38,4,0,-109,85,44,119
1989,4,1,-42,3,0,-91,84,38,157
1990,2,7,-16,4,0,-148,78,17,108
1991,0,9,-32,4,0,-145,77,31,153
1992,3,11,-30,1,0,-119,82,20,101
1993,7,14,-112,2,0,-248,74,12,131
1994,4,11,-91,4,0,-284,76,25,127
1995,0,9,-38,3,0,-97,86,37,118
1996,0,6,-114,4,0,-298,85,27,132
1997,7,5,-21,2,0,-209,77,32,103
1998,0,6,-55,2,0,-109,84,38,122
1999,2,2,-155,5,0,-266,82,28,93
2000,3,11,-127,4,0,-267,72,22,136
2001,2,2,-20,4,0,-115,82,41,136
2002,1,7,-119,7,0,-260,80,32,60
2003,1,5,-45,4,0,-116,82,13,133
2004,3,14,-147,6,0,-261,80,34,139
2005,2,7,-52,3,0,-135,75,39,136
2006,3,3,-92,5,0,-231,73,28,99
2007,2,7,-84,4,0,-184,78,25,109
2008,2,2,-54,4,1,-180,75,29,122
2009,8,8,-4,2,0,-67,82,27,157
2010,2,3,-26,3,0,-90,86,29,116
2011,2,9,-84,6,0,-139,71,26,166
2012,2,2,-73,3,0,-187,76,45,132
2013,6,0,-84,6,0,-161,78,21,141
2014,6,9,-103,3,0,-207,63,37,90
2015,4,8,-22,5,0,-164,69,10,123
2016,2,3,-103,4,0,-235,80,32,120
2016
2017,3,15,-89,4,0,-152,78,13,106
2018,6,10,-67,4,0,-94,65,11,192
2019,7,8,-88,4,0,-180,73,6,86
2020,5,3,-74,2,0,-160,72,30,77
2021,2,4,-117,3,0,-194,82,18,169
2022,5,9,-74,3,0,-160,70,28,112
2023,3,6,-136,3,0,-215,70,18,106
2024,8,10,-52,0,0,-168,75,25,90
2025,4,1,-124,3,0,-258,68,24,77
2026,2,20,-143,2,0,-270,80,17,132
2027,0,7,-212,4,0,-280,74,27,117
2028,0,18,-64,3,0,-83,79,17,145
2029,2,10,-173,6,0,-320,73,23,110
2030,8,8,-155,6,0,-290,68,23,102
2031,0,1,-117,3,0,-165,69,17,91
2032,1,11,-25,4,0,-75,84,12,135
2033,13,9,-110,5,0,-142,67,15,130
2034,6,20,-65,2,0,-187,72,26,96
2035,1,7,-90,5,0,-158,75,32,72
2036,4,10,-74,5,0,-186,67,18,146
2037,6,2,-120,4,0,-214,70,13,97
2038,2,4,-79,1,0,-145,76,14,134
2039,3,4,-93,3,0,-154,75,5,109
2040,0,4,61,3,0,-39,85,23,110
2041,14,8,-136,4,0,-167,63,17,192
2042,2,6,-76,4,0,-81,74,17,136
2043,3,5,-7,2,0,-30,72,10,168
2044,5,4,-70,4,0,-122,78,16,136
2045,3,3,-103,3,0,-197,74,11,86
2046,3,8,-69,3,0,-138,78,33,122
